School name,Cases among students and staff
"BRADDOCK DR EL",3
"BRADLEY EEC",2
"BRADLEY GLBL AWR MAG",0
"BRAINARD EL",0
"BRAVO SH MEDICAL MAG",6
"BREED ST EL",1
"BRENTWOOD EL SCI MAG",2
"BRIDGE ST EL",0
"BRIDGES SCHOOL",5
"BRIGHT EL",0
"BROAD AVE EL",0
"BROADACRES AV EL",2
"BROADOUS EEC",0
"BROADOUS EL",2
"BROADWAY EL",2
"BROCKTON AVE EL",0
"BROOKLYN AVE EEC",0
"BROOKLYN AVE EL",2
"BRYSON AVE EL",1
"BUCHANAN ST EL",1
"BUDLONG AVE EL",2
"BURBANK BLVD EL",0
"BURBANK MS A/T/C MAG",2
"BURKE HS",0
"BURROUGHS MS",5
"BURTON ST EL",3
"BUSHNELL WAY EL",3
"BYRD MS",8
"CABRILLO AVE EEC",0
"CABRILLO AVE EL",4
"CAHUENGA EL",0
"CALABASH CA",3
"CALAHAN ST EL",4
"CALVERT CES",0
"CAMELLIA AVE EL",2
"CANFIELD AVE EL",3
"CANOGA PARK EEC",0
"CANOGA PARK EL",1
"CANOGA PRK SH",17
"CANTARA ST EL",4
"CANTERBURY AVE EL",5
"CANYON CEL",2
"CAPISTRANO AVE EL",2
"CARDENAS EL",3
"CARLSON HOSPITAL",0
"CARNEGIE MS",3
"CAROLDALE LC",0
"CARPENTER COMM CHTR",4
"CARSON ACAD ED & EMP",1
"CARSON ACAD MED ARTS",2
"CARSON SH",6
"CARSON ST EL",1
"CARSON-GORE ACADEMY",1
"CARTHAY EL ES MAG",0
"CARVER MS",4
"CASTELAR ST EEC",0
"CASTELAR ST EL",1
"CASTLE HTS EL",0
"CASTLEBAY LN CHTR",1
"CASTRO MS",0
"CATSKILL AVE EL",5
"CDS AGGELER",0
"CDS ALONZO",0
"CDS JOHNSON",0
"CDS JOHNSTON",0
"CDS LONDON",1
"CDS TRI-C",0
"CDS WEST HOLLYWOOD",0
"CENTRAL HS",1
"CENTURY PARK EL",0
"CHANDLER EL",1
"CHAPMAN EL",0
"CHARNOCK ROAD EL",1
"CHASE ST EEC",1
"CHASE ST EL",0
"CHATSWORTH CHS",1
"CHATSWORTH UP/CD MAG",1
"CHAVEZ EL",0
"CHAVEZ LA ARTES MAG",0
"CHAVEZ LA ASE",2
"CHAVEZ LA SJ HUM AC",2
"CHAVEZ LA TECH PREP",0
"CHEREMOYA AVE EL",0
"CHEVIOT HILLS HS",1
"CIENEGA EL",3
"CIMARRON AVE EL",2
"CITY OF ANGELS",7
"CITY TERRACE EL",0
"CLEVELAND CHS",13
"CLEVELAND EEC",1
"CLEVELAND INFANT CTR",0
"CLIFFORD ST M/T MAG",0
"CLINTON MS",8
"CLOVER AVE EL",0
"COCHRAN MS",4
"COEUR D ALENE AVE EL",2
"COHASSET ST EL",1
"COLDWATER CYN EL",5
"COLFAX CEL",3
"COLISEUM ST EL",0
"COLLINS EEC",1
"COLUMBUS AVE EL",2
"COLUMBUS MS",1
"COMMONWLTH AVE EL",1
"COMMUNITY EL MAG CS",7
"COMPTON AVE EL",1
"CONTRERAS LC ALC",2
"CONTRERAS LC BUS TR",2
"CONTRERAS LC GLBL ST",0
"CONTRERAS LC SOC JUS",5
"CORONA AVE EL",2
"CORTINES SCH OF VAPA",5
"COUGHLIN EL",3
"COWAN AVE EL",1
"CRENSHAW ARTS TECH",0
"CRENSHAW MAG STEMM",4
"CRESCENT HTS BL EEC",1
"CRESCENT HTS BL EL MG",0
"CRESTWOOD ST STEAM MG",3
"CRUZ EEC",0
"CURTISS MS",2
"DACOTAH EEC",0
"DAHLIA HTS EL",0
"DANA MS",7
"DANUBE AVE EL",1
"DARBY AVE EL",3
"DAYTON EEC",0
"DAYTON HEIGHTS EL",0
"DBM",1
"DE LA TORRE JR EL",1
"DEARBORN EL CA",0
"DEL AMO EL",1
"DEL OLMO EL",3
"DELEVAN DRIVE EL",0
"DENA EL",1
"DENKER AVE EL",1
"DIXIE CYN CC",4
"DODSON MS",2
"DOLORES ST EEC",0
"DOLORES ST EL",3
"DOMINGUEZ EL",2
"DORRIS PLACE EL",2
"DORSEY SH",5
"DREW MS",2
"DREW MS UP PBLC SRVC",2
"DYER ST EL",8
"DYMALLY SH",1
"EAGLE ROCK EL",2
"EAGLE ROCK HS",1
"EAGLE TREE CONTN HS",0
"EARHART HS",0
"EARLY COLLEGE ACAD",0
"EAST VALLEY SH",2
"EASTMAN AVE EEC",0
"EASTMAN AVE EL",1
"EDISON MS",2
"EINSTEIN HS",0
"EL DORADO AVE EL",4
"EL ORO WAY CES",2
"EL SERENO EEC",0
"EL SERENO EL",2
"EL SERENO MS",2
"ELA OCC CTR",1
"ELEMENTARY CDS",0
"ELIZABETH LC",2
"ELLINGTON HS",1
"ELYSIAN HTS ARTS MAG",1
"EMELITA ST EL",3
"EMERSON CC",1
"ENADIA WAY",1
"ENCINO CEL",3
"ERWIN EL",3
"ESCALANTE EEC",0
"ESCALANTE EL",5
"ESCUTIA PC",1
"ESHELMAN AVE EL",0
"ESPERANZA EL",1
"ESTRELLA EEC",0
"ESTRELLA EL",4
"EUCLID AVE EL",2
"EVANS CAS",0
"EVERGREEN AVE EEC",0
"EVERGREEN AVE EL",5
"EVERGREEN HS",0
"FAIR AVE EEC",0
"FAIR AVE EL",5
"FAIRBURN AVE EL",1
"FAIRFAX SH",5
"FARMDALE EL",3
"FERNANGELES EL",1
"FIGUEROA ST EL",1
"FISHBURN AVE EL",0
"FLEMING MS",6
"FLETCHER DR EL",0
"FLORENCE AVE EL",6
"FLOURNOY EL",5
"FORD BLVD EL",7
"FOSHAY LC",6
"FRANKLIN AVE EL",0
"FRANKLIN HS",8
"FREMONT SH",2
"FRIEDMAN OCC CTR",1
"FRIES AVE EL",0
"FROST MS",2
"FULLBRIGHT AVE EL",1
"FULTON COLLEGE PREP",1
"GAGE MS",5
"GAL KING SCH FOR STEM",0
"GARCETTI LA",1
"GARDEN GROVE EL",0
"GARDENA EEC",1
"GARDENA EL",0
"GARDENA SH",3
"GARDNER ST EL",2
"GARFIELD SH",5
"GARVANZA EL T/L MAG",1
"GARZA PC",0
"GATES ST EEC",0
"GATES ST EL",0
"GAULT ST EL",1
"GERMAIN ACAD AA",5
"GLASSELL PARK EEC",0
"GLASSELL PK STEAM MAG",1
"GLEDHILL ST EEC",0
"GLEDHILL ST EL",4
"GLEN ALTA EL",2
"GLENFELIZ BLVD EEC",0
"GLENFELIZ BLVD EL",0
"GLENWOOD EL",3
"GOMPERS MS",8
"GOMPERS MS UP MED MAG",2
"GRAHAM EEC",0
"GRAHAM EL",3
"GRANADA EL",3
"GRANADA HILLS CHT",0
"GRAND VW BL EL",4
"GRANT EEC",0
"GRANT EL",10
"GRANT SH",9
"GRAPE ST EL",2
"GRATTS EEC",0
"GRATTS LA FOR YS",0
"GREY HS",0
"GRIDLEY ST EL",1
"GRIFFIN AVE EL",0
"GRIFFITH JOYNER EL",3
"GRIFFITH MS STEAM MG",2
"GULF AVE EL",2
"HADDON AVE EEC",0
"HADDON AVE EL",2
"HALE CA",3
"HALLDALE EL",7
"HAMASAKI MED/SCI MAG",1
"HAMILTON SH",3
"HAMLIN CA",1
"HANCOCK PARK EL",1
"HARBOR CITY EL",0
"HARBOR OCC CTR",0
"HARDING ST EL",0
"HARMONY EL",3
"HARRISON ST EL",0
"HART ST EL",2
"HARTE PREP MS",0
"HARVARD EL",2
"HASKELL EL STEAM MAG",0
"HAWAIIAN AVE EEC",1
"HAWAIIAN AVE EL",1
"HAWKINS SH C/DAGS",3
"HAYNES CES",2
"HAZELTINE AVE EL",0
"HELIOTROPE AVE EL",1
"HENRY MS",8
"HERRICK AVE EL",1
"HESBY OAKS LEAD CHTR",1
"HIGHLAND PARK HS",0
"HILLCREST DR EL",3
"HILLSIDE EL",0
"HOBART BLVD EEC",0
"HOBART BLVD EL",3
"HOLLENBECK MS",3
"HOLLYWOOD EL",0
"HOLLYWOOD SH",3
"HOLMES AVE EEC",0
"HOLMES AVE EL",0
"HOLMES MS",1
"HOOPER AVE EEC",1
"HOOPER AVE EL",2
"HOOPER AVE PC",1
"HOOVER ST EL",1
"HOPE HS",1
"HOPE ST EL",6
"HUBBARD ST EL",2
"HUERTA EL",3
"HUGHES EL",3
"HUMPHREYS AVE EL",3
"HUNTINGTON DR EL",1
"HUNTNGTN PK EL",2
"HUNTNGTN PK SH",4
"HYDE PARK EEC",0
"INDEPENDENCE EL",2
"INDEPENDENCE HS",0
"INTERNATIONAL ST LC",0
"IRVING MS MME MAG",3
"ISAACS AVALON HS",0
"IVANHOE EL",0
"JEFFERSON SH",4
"JOHNSON STEM ACADEMY",1
"JONES EL",1
"JONES PC",2
"JORDAN SH",4
"JUSTICE ST ACAD CHTR",5
"KAHLO HS",2
"KENNEDY EL",0
"KENNEDY SH",15
"KENTER CANYON EC",0
"KENTWOOD EEC",0
"KENTWOOD EL",1
"KESTER AVE EL",3
"KIM ACADEMY",1
"KIM EL",2
"KING JR EL",1
"KING MS MAG FLM/MDIA",3
"KING-DREW SH MD/S MG",8
"KINGSLEY EL",0
"KITTRIDGE ST EL",5
"KNOLLWOOD PREP ACAD",1
"KNOX EL",5
"KORENSTEIN EL",0
"LA SALLE AVE EL",0
"LACES MAG",1
"LAFAYETTE PARK PC",0
"LAKE BALBOA CP K-12",3
"LAKE ST PRIMARY",0
"LANAI RD EL",3
"LANE EL",1
"LANGDON AVE EL",3
"LANKERSHIM EL",0
"LASSEN EL",2
"LATONA AVE EL",1
"LAUREL CACT MAG",0
"LAUREL EEC",0
"LAWRENCE MS",2
"LAWSON ACAD A/M/S EL",0
"LE CONTE MS",3
"LEAPWOOD EL",3
"LEE EL MED HLTH MAG",3
"LEGACY SH STEAM",2
"LEGACY SH VAPA",2
"LEICHMAN CPTC",0
"LELAND ST EL",1
"LEMAY ST EEC",0
"LEMAY ST EL",2
"LEWIS HS",1
"LEXINGTON AVE PC",0
"LIBERTY BLVD EL",6
"LIECHTY MS",1
"LIGGETT ST EL",3
"LILLIAN ST EL",0
"LIMERICK AVE EL",5
"LINCOLN SH",1
"LIZARRAGA EL",5
"LOCKE EEC",0
"LOCKE INFANT",0
"LOCKHURST DR CEL",2
"LOCKWOOD AVE EL",1
"LOGAN ACADEMY",1
"LOGAN ST EEC",0
"LOKRANTZ SP ED CTR",1
"LOMA VISTA EL",5
"LOMITA EL M/S/T MAG",4
"LONDON HS",0
"LORENA ST EL",1
"LORETO ST EL",1
"LORNE ST EL",2
"LOS ANGELES ACAD MS",6
"LOS ANGELES EL",1
"LOS ANGELES SH",0
"LOS ANGELES TECH CTR",1
"LOS FELIZ STEMM MAG",3
"LOWMAN SP ED & CTC",0
"LOYOLA VILLG EL F/PAM",5
"MACARTHUR PK EL VAPA",2
"MACES MAG",4
"MACK EL",2
"MACLAY MS",3
"MADISON EL",3
"MADISON MS",4
"MAGNOLIA AVE EL",4
"MAGNOLIA SCI ACAD #2",0
"MAGNOLIA SCI ACAD #4",0
"MAGNOLIA SCI-BELL@SR",0
"MAIN ST EL",3
"MALABAR ST EL",1
"MANCHESTER AVE EL",6
"MANHATTAN PLACE EL",2
"MANN UCLA COMM SCH",2
"MANUAL ARTS SH",4
"MAPLE PC",0
"MAR VISTA EL",0
"MARIANNA AVE EL",1
"MARINA DEL REY MS",4
"MARINA EEC",0
"MARIPOSA-NABI PC",1
"MARK TWAIN MS",1
"MARKHAM MS",3
"MARLTON SCHOOL",1
"MARQUEZ CHARTER",0
"MARQUEZ SH HPIAM",0
"MARQUEZ SH LIBRA",4
"MARQUEZ SH SOC JUS",3
"MARSHALL SH",3
"MARVIN EEC",0
"MARVIN EL",1
"MAYALL ST AC A/T MAG",5
"MAYBERRY ST EL",1
"MAYWOOD ACADEMY SH",1
"MAYWOOD EL",2
"MCALISTER HS CYESIS",0
"MCAULIFFE EEC",0
"MCBRIDE SP ED CTR",0
"MCKINLEY AVE EL",0
"MELROSE AVE EL M/S MG",0
"MELVIN AVE EL",0
"MENDEZ SH",2
"MENLO AVE EL",2
"MERIDIAN EEC",0
"METROPOLITAN HS",0
"MEYLER ST EL",0
"MICHELTORENA ST EL",0
"MID-CITY PSES MAG",0
"MIDDLE COLLEGE HS",0
"MIDDLETON ST EL",2
"MIDDLETON ST PC",0
"MIKES EEC",0
"MILES AVE EEC",0
"MILES AVE EL",1
"MILLER CTC",1
"MILLER EL",14
"MILLIKAN MS AC & PAM",9
"MIRAMONTE EEC",2
"MIRAMONTE EL",7
"MISSION HS",0
"MONETA HS",0
"MONLUX EL",3
"MONROE SH",4
"MONTARA AVE EL",2
"MONTE VISTA EEC",0
"MONTE VISTA ST EL",0
"MONTEREY HS",0
"MOORE M/S/T ACAD",2
"MORNINGSIDE EL",3
"MOSK EL",2
"MOUNT GLEASON MS",0
"MOUNTAIN VIEW EL",5
"MT LUKENS HS",0
"MT WASHINGTON EL",0
"MUIR MS",1
"MULHOLLAND MS",2
"MULTNOMAH ST EL",0
"MURCHISON EEC",0
"MURCHISON ST EL",1
"NAPA ST EL",3
"NARBONNE SH",7
"NARBONNE SH HARTS LA",0
"NAVA COLLEGE PREP",3
"NAVA LEARNING ACADEMY",2
"NESTLE AVE CHARTER",1
"NEVADA AVE EL",1
"NEVIN AVE EL",2
"NEW ACAD CANOGA PARK",2
"NEWCASTLE EL",2
"NEWMARK HS",0
"NIGHTINGALE MS",1
"NIMITZ MS",6
"NO HOLLYWD SH",12
"NOBEL CMS",9
"NOBLE AVE EEC",1
"NOBLE AVE EL",4
"NORMANDIE AVE EEC",0
"NORMANDIE AVE EL",0
"NORMONT EEC",0
"NORMONT EL",3
"NORTH VALLEY OCC CTR",1
"NORTHRIDGE ACAD SH",3
"NORTHRIDGE EEC",0
"NORTHRIDGE MS",3
"NORWOOD ST EL",0
"NUEVA VISTA EL",3
"OBAMA EL",1
"OBAMA GLBL PREP ACAD",6
"OCHOA LC",3
"ODYSSEY HS",0
"OLIVE VISTA MS",7
"OLYMPIC PC",0
"O'MELVENY EL",0
"OPEN CHARTER MAG",0
"ORCHARD ACADEMIES 2B",1
"ORCHARD ACADEMIES 2C",1
"ORTHOPAEDIC HSP SH MG",3
"OSCEOLA ST EL",0
"OVERLAND AVE EL",0
"OWENSMOUTH HS",1
"OXNARD ST EL",0
"PACIFIC BLVD SCHOOL",0
"PACOIMA EEC",1
"PACOIMA MS",3
"PALISADES CEL",0
"PALISADES CHS",0
"PALMS EL",2
"PALMS MS",2
"PANORAMA CITY EL",2
"PANORAMA SH",5
"PARK AVE EL",1
"PARK WESTERN EEC",0
"PARK WSTN PL EL",3
"PARKS LC",2
"PARKS/HUERTA EEC",0
"PARMELEE AVE EL",12
"PARTHENIA AC ART TEC",2
"PASEO DEL REY EL MAG",0
"PATTON HS",0
"PEARL SH JRNLS/CMM MG",0
"PEARY MS",3
"PEREZ SP ED CTR",0
"PHOENIX HS",0
"PINEWOOD AVE EEC",0
"PINEWOOD AVE EL",0
"PIO PICO MS",0
"PLAINVIEW ACADEMC CA",2
"PLASENCIA EL",2
"PLAYA DEL REY EL",0
"PLAYA VISTA EL",1
"PLUMMER EL",3
"POINDEXTER LAMOTTE EL",0
"POLITI EL",1
"POLYTECHNIC SH",10
"POMELO COMMUNITY CS",2
"PORTER MS",2
"PORTER RANCH SCHOOL",4
"PORTOLA CM",6
"PRESIDENT AVE EL",1
"PRIMARY ACADEMY",1
"PT FERMIN EL MR/S MG",4
"PUEBLO DE LA HS",0
"PURCHE AVE EL",0
"QUEEN ANNE PL EL",0
"RAMONA EL",0
"RAMONA HS",0
"RAMONA INFANT",3
"RANCHITO AVE EL",1
"RANCHO DOMNGZ PREP",2
"RAYMOND AVE EL",1
"REED MS",10
"REGIONAL SH IDTE MAG",0
"RESEDA CHARTER HS",3
"RESEDA EL",1
"REVERE CMS",0
"RFK AMBSDR GLBL EDU",0
"RFK AMBSDR GLBL LDSH",2
"RFK LA SH ARTS",2
"RFK NEW OPEN WLD",3
"RFK SCH VIS ARTS/HUM",0
"RFK UCLA COMM SCH",1
"RICHLAND AVE EL",0
"RIDE EL SMART ACAD",0
"RILEY HS CYESIS",0
"RIO VISTA EL",1
"RIORDAN PC",2
"RITTER EL",1
"RIVERA LC COM & TECH",0
"RIVERA LC GD STEAM AC",2
"RIVERA LC PERF ARTS",0
"RIVERA LC PUB SRV",2
"RIVERSIDE DR CS",0
"ROBERTI EEC",0
"ROCKDALE VAPA MAG",0
"RODIA HS",2
"ROGERS HS",0
"ROMER MS",7
"ROOSEVELT INFANT",0
"ROOSEVELT SH",5
"ROOSEVELT SH STM MAG",0
"ROSCOE EL",2
"ROSCOMARE RD EL",0
"ROSEMONT AVE EEC",1
"ROSEMONT AVE EL",0
"ROSEWOOD UP/UD MAG",0
"ROWAN AVE EL",2
"ROYBAL LC",0
"ROYBAL-ALLARD EL",1
"RUSSELL EL",3
"SALVIN SP ED CTR",0
"SAN ANTONIO EL",2
"SAN ANTONIO HS",0
"SAN FERNANDO EEC",0
"SAN FERNANDO EL",3
"SAN FERNANDO MS",2
"SAN FERNANDO MS IAM",1
"SAN FERNANDO SH",6
"SAN GABRIEL AVE EL",2
"SAN JOSE ST EL",3
"SAN MIGUEL EL",3
"SAN PASCUAL STEAM MG",0
"SAN PEDRO SH",13
"SAN PEDRO ST EL",3
"SANTA MONICA BLVD CO",0
"SANTANA ART AC",6
"SANTEE EC",4
"SATICOY EL",2
"SATURN ST EL",1
"SCIENCE AC STEM MAG",1
"SECONDARY CDS",0
"SELMA AVE EL",0
"SENDAK EL",2
"SEPULVEDA MS",1
"SERRANIA AVE CES",6
"SHARP AVE EL",2
"SHENANDOAH ST EEC",0
"SHENANDOAH ST EL",0
"SHERIDAN ST EL",2
"SHERMAN OAKS EL CS",1
"SHIRLEY AVE EL",0
"SHORT AVE EL",0
"SIERRA PARK EL",3
"SIERRA VISTA EL",1
"SLAWSON OCC CTR",2
"SOCES MAG",4
"SOLANO AVE EL",1
"SOLIS LA",0
"SOTO ST EL",0
"SOTOMAYOR ART/SCI MAG",2
"SOUTH EAST SH",1
"SOUTH GATE MS",3
"SOUTH GATE SH",8
"SOUTH PARK EL",9
"SOUTH SHORES EL PA MG",1
"SOUTHEAST MS",4
"STAGG ST EL",2
"STANFORD AVE EL",3
"STANFORD AVE PC",0
"STATE ST EEC",0
"STATE ST EL",0
"STERRY EL",0
"STEVENSON CCP",2
"STONEHURST STEAM MAG",1
"STONER AVE EL",0
"STONEY POINT HS",0
"STRATHERN ST EL",2
"SUN VALLEY MAG ET",8
"SUNLAND EL",1
"SUNNY BRAE AVE EL",6
"SUNRISE EL",3
"SUPERIOR ST EL",5
"SUTTER MS",5
"SYLMAR ACAD BH/E MAG",0
"SYLMAR CHS",5
"SYLMAR EL",1
"SYLMAR LDSHP ACAD",2
"SYLVAN PARK EEC",0
"SYLVAN PARK EL",0
"TAFT CHS",5
"TAPER AVE EL",3
"TARZANA EL",0
"TELFAIR AVE EEC",0
"TELFAIR AVE EL",3
"THOREAU HS",1
"TOLAND WAY EL",2
"TOLUCA LAKE EEC",0
"TOLUCA LAKE EL",5
"TOPANGA EL CS",0
"TOPEKA DR CAS",1
"TORRES ELA PA MAG",0
"TORRES ENG & TECH",0
"TORRES HS SJLA MAG",1
"TORRES HUM/ART/TECH",1
"TORRES RENAISSANCE",2
"TOWNE AVE EL",4
"TRINITY EEC",0
"TRINITY ST EL",0
"TULSA ST EL",5
"TWEEDY EL",3
"UNION AVE EL",1
"UNIVERSITY HS CHARTER",4
"UTAH ST EL",2
"VALERIO ST EL",3
"VALLEY ACAD ARTS/SCI",3
"VALLEY VIEW EL",0
"VAN DEENE AVE EL",5
"VAN GOGH CHTR",4
"VAN NESS AVE EL",1
"VAN NUYS EL",4
"VAN NUYS MS",3
"VAN NUYS SH",5
"VANALDEN AVE EEC",0
"VANALDEN AVE EL",0
"VAUGHN EEC",0
"VENA AVE EL",2
"VENICE SH",3
"VENICE SKILLS CENTER",0
"VERDGO HLS SH",5
"VERMONT AVE EL",0
"VERNON CITY EL",0
"VICTORIA AVE EL",1
"VICTORY BLVD EL",1
"VIEW PARK CONTN HS",0
"VINE ST EEC",1
"VINE ST EL",0
"VINEDALE COLLEGE PRP",2
"VINTAGE EL M/S/T MAG",6
"VIRGIL MS",3
"VIRGINIA RD EL",0
"VISTA DEL VALLE ACAD",1
"VISTA MS",1
"VLADOVIC HARBOR TPA",1
"VOCES MAG",0
"WADSWORTH AVE EEC",0
"WADSWORTH AVE EL",6
"WALGROVE AVE EL",2
"WALNUT PARK EL",1
"WALNUT PARK MS SJ/SL",1
"WALNUT PARK MS STEM",3
"WARNER AVE EL",1
"WASHINGTON PC",0
"WASHINGTON PREP SH",4
"WATERS EMP PREP CTR",1
"WEBSTER MS",1
"WEEMES EL",2
"WEIGAND AVE EL",0
"WELBY WAY CEL",3
"WESM HLTH/SPORTS MED",10
"WEST ADAMS PREP SH",1
"WEST ATHENS EL",0
"WEST HOLLYWOOD EL",1
"WEST VALLEY OCC CTR",1
"WEST VERNON AVE EL",2
"WESTERN AV TECH MAG",2
"WESTMINSTER AVE EEC",1
"WESTMINSTER MTES MAG",1
"WESTPORT HTS EL",1
"WESTSIDE GLBL AWR MAG",7
"WESTWOOD CEL",0
"WHITE EL",1
"WHITE MS",5
"WHITE POINT EL",0
"WHITMAN HS",1
"WIDNEY CPTC",0
"WILBUR CEA",5
"WILLENBERG SP ED CTR",0
"WILLOW EL",5
"WILMINGTON EEC",1
"WILMINGTON PARK EL",6
"WILMINGTON STEAM MAG",3
"WILSHIRE CREST EL",0
"WILSHIRE PARK EL",0
"WILSON SH",8
"WILSON-LINCOLN CAS",0
"WILTON PL EEC",0
"WILTON PL EL",1
"WINDSOR HILLS EL MAG",3
"WINNETKA AVE EL",4
"WISDOM EL",4
"WONDERLAND AVE EL",4
"WOODCREST EL",1
"WOODEN HS",1
"WOODLAKE ECC",3
"WOODLAND HILLS ACAD",2
"WOODLAND HILLS CES",7
"WOODLAWN AVE EL",3
"WRIGHT ENG DES MAG",1
"YES ACADEMY",3
"YORKDALE EL",1
"YOUNG HS",1
"YTH OPP UNLTD ALT HS",1
